v(35	2	22	158	44	4)
v(35	3	32	57	64	4)
v(35	4	25	69	50	4)
v(35	5	10	15	20	3)
v(36	1	25	155	50	0)
v(37	1	22	24	44	4)
v(37	2	7	158	14	3)
v(37	3	1	156	2	4)
v(37	4	16	139	32	3)
v(37	5	18	26	36	4)
v(38	1	27	176	54	1)
v(38	2	29	173	58	1)
v(39	1	22	107	44	2)
v(39	2	4	139	8	2)
v(39	3	23	88	46	2)
v(40	1	6	16	12	1)
v(40	2	2	3	4	1)
v(41	1	2	31	4	4)
v(41	2	30	114	60	4)
v(41	3	11	17	22	4)
v(41	4	14	85	28	4)
v(41	5	15	98	30	4)
v(42	1	30	142	60	2)
v(42	2	18	44	36	2)
v(42	3	10	165	20	2)
v(43	1	24	153	48	0)
v(44	1	32	51	64	4)
v(44	2	31	56	62	4)
v(44	3	21	25	42	4)
v(44	4	16	83	32	4)
v(44	5	14	83	28	4)
v(45	1	21	153	42	0)
v(46	1	28	67	56	3)
v(46	2	24	68	48	3)
v(46	3	16	42	32	3)
v(46	4	6	121	12	3)
v(47	1	8	22	16	2)
v(47	2	30	77	60	2)
v(47	3	32	161	64	2)
v(48	1	7	132	14	1)
v(48	2	8	71	16	1)
v(49	1	5	135	10	4)
v(49	2	8	23	16	4)
v(49	3	30	155	60	4)
v(49	4	29	81	58	3)
v(49	5	4	34	8	3)
v(50	1	28	56	56	4)
v(50	2	20	63	40	4)
v(50	3	19	117	38	4)
v(50	4	19	40	38	4)
v(50	5	24	64	48	4)
v(51	1	13	87	26	3)
v(51	2	7	163	14	3)
v(51	3	27	165	54	3)
v(51	4	14	170	28	3)
v(52	1	16	101	32	4)
v(52	2	14	119	28	4)
v(52	3	24	150	48	4)
v(52	4	6	57	12	4)
v(52	5	1	67	2	4)
v(53	1	31	151	62	2)
v(53	2	18	117	36	2)
v(53	3	12	50	24	2)
v(54	1	13	105	26	0)
v(55	1	25	115	50	0)
v(55	2	23	114	46	0)
v(56	1	18	35	36	4)
v(56	2	16	146	32	4)
v(56	3	23	157	46	4)
v(56	4	27	79	54	4)
v(56	5	12	145	24	4)
v(57	1	31	169	62	1)
v(57	2	29	48	58	1)
v(58	1	26	29	52	1)
v(58	2	26	152	52	1)
v(59	1	16	60	32	1)
v(59	2	18	98	36	1)
v(60	1	6	64	12	3)
v(60	2	4	69	8	3)
v(60	3	9	136	18	3)
v(60	4	7	89	14	3)
v(61	1	12	36	24	1)
v(61	2	19	88	38	1)
v(62	1	5	157	10	3)
v(62	2	21	54	42	3)
v(62	3	31	187	62	2)
v(62	4	1	133	2	2)
v(63	1	1	55	2	1)
v(63	2	29	165	58	2)
v(63	3	25	61	50	1)
v(64	1	19	151	38	3)
v(64	2	5	20	10	3)
v(64	3	19	95	38	4)
v(64	4	24	112	48	4)
v(64	5	8	118	16	4)
v(65	1	28	113	56	2)
v(65	2	29	107	58	2)
v(65	3	28	75	56	2)
v(66	1	6	133	12	4)
v(66	2	4	91	8	4)
v(66	3	29	188	58	4)
v(66	4	14	139	28	4)
v(66	5	13	64	26	4)
v(67	1	17	117	34	1)
v(67	2	13	82	26	1)
v(68	1	31	139	62	0)
v(69	1	32	53	64	2)
v(69	2	10	71	20	2)
v(69	3	13	149	26	2)
v(70	1	9	87	18	1)
v(70	2	23	114	46	1)
v(71	1	11	104	22	1)
v(71	2	25	56	50	1)
v(72	1	8	25	16	2)
v(72	2	12	83	24	3)
v(72	3	10	99	20	3)
v(72	4	19	107	38	2)
v(73	1	20	82	40	0)
v(74	1	9	129	18	2)
v(74	2	30	98	60	2)
v(74	3	26	27	52	2)
v(75	1	32	64	64	4)
v(75	2	30	54	60	4)
v(75	3	21	79	42	4)
v(75	4	8	129	16	4)
v(75	5	10	57	20	4)
v(76	1	1	91	2	3)
v(76	2	2	129	4	3)
v(76	3	26	119	52	3)
v(76	4	26	58	52	3)
v(77	1	7	99	14	2)
v(77	2	24	118	48	2)
v(77	3	12	101	24	2)
v(78	1	7	120	14	2)
v(78	2	16	172	32	2)
v(78	3	6	61	12	2)
v(79	1	32	51	64	0)
v(80	1	12	169	24	3)
v(80	2	23	38	46	2)
v(80	3	19	70	38	2)
v(80	4	4	51	8	3)
v(81	1	21	109	42	0)
v(82	1	15	169	30	3)
v(82	2	2	78	4	4)
v(82	3	9	160	18	4)
v(82	4	8	53	16	3)
v(82	5	27	51	54	4)
v(83	1	11	73	22	0)
v(84	1	20	165	40	2)
v(84	2	29	130	58	2)
v(84	3	8	151	16	3)
v(84	4	18	143	36	3)
v(85	1	23	33	46	0)
v(86	1	30	177	60	1)
v(86	2	14	18	28	1)
v(87	1	20	119	40	1)
v(87	2	4	159	8	1)
v(88	1	24	94	48	1)
v(88	2	16	175	32	1)
v(89	1	7	38	14	0)
v(90	1	14	33	28	3)
v(90	2	9	73	18	3)
v(90	3	23	40	46	3)
v(90	4	29	107	58	3)
v(91	1	8	124	16	1)
v(91	2	11	22	22	1)
v(92	1	29	36	58	0)
v(93	1	4	69	8	4)
v(93	2	19	98	38	4)
v(93	3	1	155	2	4)
v(93	4	13	31	26	4)
v(93	5	2	66	4	4)
v(94	1	20	179	40	2)
v(94	2	12	172	24	2)
v(94	3	23	51	46	2)
v(95	1	19	45	38	3)
v(95	2	20	87	40	4)
v(95	3	6	116	12	4)
v(95	4	28	44	56	4)
v(95	5	5	73	10	3)
v(96	1	24	78	48	0)
v(97	1	2	103	4	1)
v(97	2	6	132	12	1)
v(98	1	31	188	62	0)
v(99	1	26	80	52	0)
v(100	1	8	33	16	0)
v(100	2	16	84	32	0)
v(101	1	14	132	28	3)
v(101	2	7	140	14	3)
v(101	3	7	165	14	3)
v(101	4	29	148	58	3)
v(102	1	11	19	22	1)
v(102	2	15	129	30	1)
v(103	1	6	163	12	3)
v(103	2	17	95	34	3)
v(103	3	15	99	30	3)
v(103	4	31	77	62	3)
v(104	1	25	33	50	2)
v(104	2	28	61	56	2)
v(104	3	26	168	52	2)
v(105	1	26	113	52	1)
v(105	2	5	79	10	1)
v(106	1	29	42	58	2)
v(106	2	16	64	32	2)
v(106	3	24	123	48	2)
v(107	1	13	17	26	0)
v(108	1	30	36	60	3)
v(108	2	26	107	52	3)
v(108	3	20	59	40	3)
v(108	4	29	184	58	3)
v(109	1	16	32	32	2)
v(109	2	15	138	30	2)
v(109	3	8	71	16	2)
v(110	1	24	133	48	1)
v(110	2	25	61	50	1)
v(110	3	2	121	4	2)
v(111	1	10	160	20	4)
v(111	2	15	104	30	4)
v(111	3	23	124	46	4)
v(111	4	23	60	46	4)
v(111	5	6	106	12	4)
v(112	1	19	59	38	0)
v(113	1	11	56	22	3)
v(113	2	1	6	2	4)
v(113	3	11	18	22	4)
v(113	4	14	116	28	4)
v(113	5	15	28	30	3)
v(114	1	21	107	42	3)
v(114	2	30	100	60	3)
v(114	3	15	49	30	3)
v(114	4	17	30	34	3)
v(115	1	11	91	22	3)
v(115	2	20	78	40	3)
v(115	3	13	49	26	4)
v(115	4	2	6	4	4)
v(115	5	22	157	44	4)
v(116	1	24	87	48	0)
v(117	1	20	41	40	1)
v(117	2	23	107	46	1)
v(118	1	22	95	44	2)
v(118	2	3	5	6	2)
v(118	3	13	149	26	2)
v(119	1	14	27	28	4)
v(119	2	8	97	16	4)
v(119	3	11	91	22	4)
v(119	4	19	107	38	4)
v(119	5	28	127	56	4)
v(120	1	14	151	28	2)
v(120	2	20	47	40	2)
v(120	3	20	171	40	2)
v(121	1	23	113	46	3)
v(121	2	31	186	62	3)
v(121	3	9	11	18	4)
v(121	4	11	169	22	4)
v(121	5	4	136	8	4)
v(122	1	26	183	52	0)
v(123	1	19	110	38	3)
v(123	2	25	107	50	3)
v(123	3	23	168	46	2)
v(123	4	30	72	60	2)
v(124	1	30	103	60	1)
v(124	2	15	161	30	1)
v(125	1	10	138	20	3)
v(125	2	20	96	40	3)
v(125	3	28	85	56	3)
v(125	4	11	139	22	3)
v(126	1	7	104	14	4)
v(126	2	9	167	18	4)
v(126	3	16	22	32	4)
v(126	4	30	153	60	4)
v(126	5	4	164	8	4)
v(127	1	17	24	34	0)
v(128	1	18	135	36	3)
v(128	2	30	167	60	3)
v(128	3	18	34	36	3)
v(128	4	6	98	12	3)
v(129	1	18	20	36	3)
v(129	2	26	75	52	3)
v(129	3	3	5	6	3)
v(129	4	21	54	42	3)
v(130	1	25	140	50	3)
v(130	2	11	141	22	4)
v(130	3	16	55	32	4)
v(130	4	1	26	2	3)
v(130	5	13	53	26	4)
v(131	1	1	121	2	4)
v(131	2	2	106	4	4)
v(131	3	17	32	34	4)
v(131	4	26	85	52	4)
v(131	5	18	134	36	4)
v(132	1	29	138	58	4)
v(132	2	28	56	56	3)
v(132	3	10	160	20	3)
v(132	4	28	82	56	4)
v(132	5	11	19	22	4)
v(133	1	29	167	58	4)
v(133	2	22	93	44	4)
v(133	3	18	131	36	4)
v(133	4	24	169	48	4)
v(133	5	28	71	56	4)
v(134	1	10	119	20	2)
v(134	2	31	99	62	2)
v(134	3	14	84	28	2)
v(135	1	3	109	6	4)
v(135	2	20	101	40	4)
v(135	3	13	61	26	4)
v(135	4	15	31	30	4)
v(135	5	28	114	56	4)
v(136	1	5	114	10	4)
v(136	2	10	170	20	4)
v(136	3	20	108	40	3)
v(136	4	2	53	4	3)
v(136	5	10	155	20	4)
v(137	1	11	141	22	2)
v(137	2	13	20	26	2)
v(137	3	16	33	32	2)
v(138	1	8	96	16	4)
v(138	2	13	94	26	4)
v(138	3	20	107	40	3)
v(138	4	12	97	24	4)
v(138	5	27	169	54	3)
v(139	1	6	131	12	3)
v(139	2	13	117	26	2)
v(139	3	28	148	56	4)
v(139	4	10	146	20	4)
v(139	5	29	151	58	3)
v(140	1	13	162	26	3)
v(140	2	19	144	38	4)
v(140	3	2	50	4	4)
v(140	4	24	54	48	3)
v(140	5	11	160	22	4)
v(141	1	1	117	2	0)
v(142	1	7	125	14	3)
v(142	2	31	150	62	3)
v(142	3	1	25	2	3)
v(142	4	24	64	48	3)
v(143	1	21	106	42	2)
v(143	2	24	113	48	2)
v(143	3	13	30	26	2)
v(144	1	31	62	62	0)
v(145	1	15	70	30	4)
v(145	2	17	132	34	4)
v(145	3	9	48	18	4)
v(145	4	31	75	62	3)
v(145	5	1	155	2	3)
v(146	1	24	127	48	1)
v(146	2	7	51	14	1)
v(147	1	12	86	24	0)
v(148	1	11	24	22	3)
v(148	2	26	168	52	4)
v(148	3	18	135	36	4)
v(148	4	30	90	60	3)
v(148	5	5	45	10	4)
v(149	1	11	19	22	0)
v(150	1	13	15	26	2)
v(150	2	8	152	16	2)
v(150	3	26	94	52	2)
v(151	1	18	48	36	1)
v(151	2	15	119	30	2)
v(151	3	1	106	2	1)
v(152	1	15	24	30	3)
v(152	2	3	13	6	3)
v(152	3	16	44	32	3)
v(152	4	6	59	12	3)
v(153	1	1	41	2	0)
v(154	1	10	160	20	3)
v(154	2	10	170	20	3)
v(154	3	6	59	12	3)
v(154	4	9	138	18	3)
v(155	1	22	68	44	0)
v(156	1	14	16	28	0)
v(157	1	20	22	40	0)
v(158	1	21	157	42	0)
v(159	1	20	147	40	4)
v(159	2	13	20	26	4)
v(159	3	15	103	30	4)
v(159	4	28	69	56	4)
v(159	5	12	139	24	4)
v(160	1	2	27	4	3)
v(160	2	21	100	42	3)
v(160	3	15	34	30	4)
v(160	4	25	131	50	4)
v(160	5	12	88	24	4)
v(161	1	24	33	48	1)
v(161	2	18	64	36	3)
v(161	3	19	57	38	3)
v(161	4	25	157	50	3)
v(161	5	13	104	26	4)
v(162	1	18	147	36	0)
v(162	2	17	113	34	0)
v(163	1	17	52	34	2)
v(163	2	12	77	24	1)
v(163	3	16	76	32	3)
v(163	4	30	173	60	2)
v(164	1	32	40	64	4)
v(164	2	6	148	12	4)
v(164	3	3	6	6	4)
v(164	4	32	180	64	4)
v(164	5	16	173	32	4)
v(165	1	8	16	16	0)
v(166	1	21	37	42	3)
v(166	2	12	72	24	3)
v(166	3	5	126	10	3)
v(166	4	24	43	48	3)
v(167	1	10	59	20	0)
v(168	1	32	156	64	3)
v(168	2	16	133	32	2)
v(168	3	1	90	2	3)
v(168	4	25	110	50	2)
v(169	1	15	111	30	2)
v(169	2	23	126	46	1)
v(169	3	15	135	30	2)
v(169	4	1	156	2	3)
v(170	1	16	103	32	4)
v(170	2	2	82	4	4)
v(170	3	6	45	12	4)
v(170	4	20	82	40	4)
v(170	5	20	29	40	4)
v(171	1	32	70	64	4)
v(171	2	13	149	26	4)
v(171	3	19	160	38	4)
v(171	4	32	155	64	4)
v(171	5	1	78	2	4)
v(172	1	8	101	16	3)
v(172	2	10	18	20	4)
v(172	3	12	39	24	3)
v(172	4	17	80	34	2)
v(172	5	26	29	52	2)
v(173	1	32	41	64	2)
v(173	2	30	90	60	2)
v(173	3	32	163	64	2)
v(174	1	24	148	48	1)
v(174	2	5	138	10	1)
v(175	1	3	130	6	0)
v(176	1	20	142	40	2)
v(176	2	10	16	20	2)
v(176	3	12	147	24	2)
v(177	1	21	172	42	4)
v(177	2	11	43	22	3)
v(177	3	20	140	40	4)
v(177	4	21	181	42	3)
v(177	5	19	90	38	4)
v(178	1	1	16	2	3)
v(178	2	12	77	24	3)
v(178	3	6	140	12	3)
v(178	4	24	113	48	3)
v(179	1	5	130	10	2)
v(179	2	5	46	10	2)
v(179	3	12	97	24	2)
v(180	1	6	40	12	1)
v(180	2	30	187	60	1)
v(181	1	1	19	2	1)
v(181	2	26	84	52	1)
v(182	1	9	34	18	0)
v(183	1	5	70	10	4)
v(183	2	15	93	30	3)
v(183	3	24	168	48	4)
v(183	4	20	51	40	4)
v(183	5	11	132	22	3)
v(184	1	21	113	42	0)
v(185	1	1	135	2	0)
v(186	1	20	32	40	2)
v(186	2	24	88	48	2)
v(186	3	32	128	64	2)
v(187	1	25	75	50	3)
v(187	2	7	26	14	2)
v(187	3	25	116	50	2)
v(187	4	7	63	14	3)
v(188	1	7	125	14	2)
v(188	2	29	130	58	2)
v(188	3	13	130	26	2)
v(189	1	19	26	38	4)
v(189	2	10	96	20	4)
v(189	3	14	165	28	4)
v(189	4	8	106	16	4)
v(189	5	19	59	38	4)
v(190	1	13	140	26	1)
v(190	2	7	77	14	1)
v(191	1	12	64	24	2)
v(191	2	8	164	16	2)
v(191	3	9	32	18	2)
v(192	1	5	124	10	0)
v(193	1	22	165	44	3)
v(193	2	13	40	26	3)
v(193	3	1	130	2	3)
v(193	4	30	127	60	3)
v(194	1	7	136	14	2)
v(194	2	18	43	36	3)
v(194	3	18	73	36	2)
v(194	4	13	57	26	1)
v(195	1	15	112	30	3)
v(195	2	31	115	62	3)
v(195	3	25	174	50	3)
v(195	4	20	52	40	3)
v(196	1	5	91	10	4)
v(196	2	29	114	58	4)
v(196	3	11	119	22	4)
v(196	4	16	105	32	4)
v(196	5	31	157	62	4)
v(197	1	28	110	56	1)
v(197	2	2	149	4	1)
v(198	1	6	67	12	3)
v(198	2	6	72	12	3)
v(198	3	24	162	48	3)
v(198	4	1	20	2	3)
v(199	1	25	144	50	0)
v(200	1	7	125	14	4)
v(200	2	2	3	4	4)
v(200	3	13	153	26	4)
v(200	4	23	63	46	4)
v(200	5	1	86	2	4)
v(201	1	11	80	22	2)
v(201	2	32	105	64	3)
v(201	3	25	60	50	2)
v(201	4	20	23	40	3)
v(202	1	25	85	50	0)
v(203	1	23	125	46	1)
v(203	2	28	117	56	1)
v(204	1	15	168	30	4)
v(204	2	14	95	28	4)
v(204	3	19	58	38	4)
v(204	4	23	99	46	4)
v(204	5	9	81	18	4)
v(205	1	22	36	44	3)
v(205	2	13	154	26	3)
v(205	3	9	169	18	2)
v(205	4	4	152	8	2)
v(206	1	31	169	62	2)
v(206	2	20	149	40	2)
v(206	3	31	64	62	2)
v(207	1	27	123	54	3)
v(207	2	20	114	40	2)
v(207	3	23	48	46	2)
v(207	4	9	111	18	3)
v(208	1	30	102	60	4)
v(208	2	5	51	10	4)
v(208	3	3	140	6	3)
v(208	4	24	48	48	4)
v(208	5	16	49	32	3)
v(209	1	15	161	30	4)
v(209	2	13	32	26	4)
v(209	3	12	80	24	4)
v(209	4	31	34	62	4)
v(209	5	9	54	18	4)
v(210	1	25	168	50	3)
v(210	2	32	51	64	3)
v(210	3	25	150	50	2)
v(210	4	21	180	42	2)
v(211	1	24	69	48	1)
v(211	2	15	83	30	1)
v(212	1	15	148	30	0)
v(213	1	21	116	42	0)
v(214	1	15	64	30	3)
v(214	2	10	151	20	3)
v(214	3	13	84	26	3)
v(214	4	20	62	40	3)
v(215	1	23	77	46	1)
v(215	2	9	69	18	2)
v(215	3	12	45	24	1)
v(216	1	25	184	50	3)
v(216	2	32	190	64	3)
v(216	3	17	76	34	3)
v(216	4	15	164	30	3)
v(217	1	22	148	44	0)
v(218	1	31	167	62	0)
v(219	1	31	77	62	1)
v(219	2	16	145	32	1)
v(219	3	8	55	16	2)
v(220	1	27	94	54	2)
v(220	2	6	16	12	2)
v(220	3	12	103	24	2)
v(221	1	16	72	32	1)
v(221	2	6	82	12	2)
v(221	3	13	152	26	1)
v(222	1	19	92	38	2)
v(222	2	4	60	8	2)
v(222	3	21	164	42	2)
v(223	1	24	31	48	2)
v(223	2	28	176	56	2)
v(223	3	25	82	50	2)
v(224	1	8	43	16	4)
v(224	2	23	77	46	4)
v(224	3	5	50	10	3)
v(224	4	32	168	64	3)
v(224	5	8	112	16	4)
v(225	1	4	148	8	4)
v(225	2	30	132	60	4)
v(225	3	6	88	12	4)
v(225	4	32	69	64	4)
v(225	5	29	121	58	4)
v(226	1	2	75	4	4)
v(226	2	2	113	4	4)
v(226	3	17	46	34	4)
v(226	4	32	96	64	4)
v(226	5	29	188	58	4)
v(227	1	5	37	10	0)
v(228	1	19	58	38	1)
v(228	2	22	45	44	1)
v(229	1	22	53	44	2)
v(229	2	16	139	32	2)
v(229	3	20	123	40	2)
v(230	1	17	30	34	0)
v(231	1	20	49	40	4)
v(231	2	23	87	46	4)
v(231	3	15	104	30	4)
v(231	4	20	164	40	4)
v(231	5	14	59	28	4)
v(232	1	8	66	16	4)
v(232	2	13	55	26	4)
v(232	3	16	32	32	3)
v(232	4	25	28	50	4)
v(232	5	8	75	16	3)
v(233	1	10	27	20	4)
v(233	2	23	55	46	4)
v(233	3	11	160	22	4)
v(233	4	32	84	64	4)
v(233	5	19	67	38	4)
v(234	1	21	170	42	1)
v(234	2	1	36	2	1)
v(235	1	19	169	38	4)
v(235	2	14	173	28	4)
v(235	3	12	114	24	4)
v(235	4	28	112	56	4)
v(235	5	21	178	42	4)
v(236	1	18	108	36	2)
v(236	2	1	115	2	3)
v(236	3	5	77	10	3)
v(236	4	26	68	52	2)
v(237	1	28	146	56	0)
v(238	1	15	63	30	3)
v(238	2	14	102	28	2)
v(238	3	14	165	28	3)
v(238	4	30	114	60	2)
v(239	1	24	35	48	1)
v(239	2	5	56	10	1)
v(240	1	11	118	22	3)
v(240	2	4	149	8	3)
v(240	3	19	38	38	4)
v(240	4	20	105	40	4)
v(240	5	22	69	44	4)
v(241	1	12	167	24	3)
v(241	2	25	101	50	3)
v(241	3	32	51	64	3)
v(241	4	32	165	64	3)
v(242	1	32	160	64	3)
v(242	2	10	145	20	3)
v(242	3	19	113	38	3)
v(242	4	19	45	38	3)
v(243	1	12	123	24	0)
v(244	1	3	15	6	1)
v(244	2	30	106	60	1)
v(245	1	28	133	56	3)
v(245	2	4	66	8	3)
v(245	3	13	164	26	2)
v(245	4	16	157	32	2)
v(246	1	14	132	28	4)
v(246	2	22	67	44	4)
v(246	3	20	146	40	3)
v(246	4	15	126	30	4)
v(246	5	17	37	34	3)
v(247	1	19	125	38	0)
v(248	1	6	146	12	2)
v(248	2	7	137	14	2)
v(248	3	9	142	18	2)
v(249	1	32	161	64	4)
v(249	2	2	12	4	3)
v(249	3	18	88	36	4)
v(249	4	1	56	2	4)
v(249	5	27	71	54	3)
v(250	1	22	177	44	2)
v(250	2	10	55	20	2)
v(250	3	29	96	58	2)
v(251	1	15	49	30	0)
v(252	1	4	42	8	1)
v(252	2	9	131	18	1)
v(253	1	18	101	36	2)
v(253	2	26	36	52	2)
v(253	3	27	98	54	2)
v(254	1	18	74	36	1)
v(254	2	17	111	34	1)
v(255	1	28	167	56	0)
v(256	1	29	118	58	3)
v(256	2	1	53	2	3)
v(256	3	10	98	20	3)
v(256	4	23	165	46	3)
v(257	1	29	48	58	4)
v(257	2	21	167	42	4)
v(257	3	16	138	32	4)
v(257	4	15	103	30	4)
v(257	5	29	55	58	4)
v(258	1	28	57	56	4)
v(258	2	6	160	12	4)
v(258	3	21	171	42	4)
v(258	4	4	66	8	4)
v(258	5	5	90	10	4)
v(259	1	14	100	28	0)
v(260	1	23	142	46	4)
v(260	2	22	146	44	3)
v(260	3	23	69	46	3)
v(260	4	5	47	10	4)
v(260	5	11	55	22	4)
v(261	1	5	24	10	0)
v(262	1	15	118	30	0)
v(263	1	11	125	22	2)
v(263	2	8	158	16	2)
v(263	3	14	119	28	2)
v(264	1	22	43	44	1)
v(264	2	26	103	52	1)
v(265	1	29	87	58	3)
v(265	2	6	80	12	3)
v(265	3	14	17	28	3)
v(265	4	22	169	44	3)
v(266	1	3	60	6	1)
v(266	2	3	53	6	1)
v(267	1	19	60	38	4)
v(267	2	14	17	28	4)
v(267	3	9	119	18	4)
v(267	4	25	68	50	4)
v(267	5	29	166	58	4)
v(268	1	21	103	42	1)
v(268	2	13	155	26	1)
v(269	1	1	121	2	2)
v(269	2	30	179	60	2)
v(269	3	22	133	44	2)
v(270	1	22	98	44	1)
v(270	2	27	113	54	1)
v(271	1	3	55	6	3)
v(271	2	31	120	62	3)
v(271	3	23	126	46	3)
v(271	4	4	55	8	3)
v(272	1	24	159	48	2)
v(272	2	4	156	8	2)
v(272	3	15	52	30	2)
v(273	1	6	131	12	4)
v(273	2	9	164	18	4)
v(273	3	3	95	6	4)
v(273	4	8	21	16	4)
v(273	5	12	167	24	4)
v(274	1	8	36	16	1)
v(274	2	25	47	50	1)
v(275	1	3	119	6	0)
v(276	1	22	47	44	4)
v(276	2	21	150	42	4)
v(276	3	25	106	50	4)
v(276	4	15	67	30	4)
v(276	5	27	86	54	4)
v(277	1	18	91	36	4)
v(277	2	31	106	62	4)
v(277	3	25	45	50	4)
v(277	4	6	70	12	4)
v(277	5	28	156	56	4)
v(278	1	30	44	60	3)
v(278	2	24	139	48	3)
v(278	3	16	28	32	3)
v(278	4	29	98	58	3)
v(279	1	9	34	18	2)
v(279	2	10	51	20	2)
v(279	3	12	62	24	2)
v(280	1	13	171	26	3)
v(280	2	26	66	52	3)
v(280	3	20	50	40	3)
v(280	4	12	170	24	3)
v(281	1	18	44	36	3)
v(281	2	10	86	20	3)
v(281	3	5	43	10	3)
v(281	4	4	139	8	3)
v(282	1	30	163	60	3)
v(282	2	24	42	48	3)
v(282	3	9	47	18	3)
v(282	4	18	110	36	3)
v(283	1	5	19	10	0)
v(284	1	1	98	2	1)
v(284	2	21	97	42	1)
v(285	1	30	147	60	0)
v(286	1	13	32	26	2)
v(286	2	2	116	4	3)
v(286	3	29	164	58	2)
v(286	4	1	82	2	3)
v(287	1	2	11	4	3)
v(287	2	26	87	52	3)
v(287	3	3	65	6	2)
v(287	4	2	53	4	2)
v(288	1	2	30	4	2)
v(288	2	11	56	22	2)
v(288	3	32	45	64	2)
v(289	1	25	159	50	4)
v(289	2	2	141	4	4)
v(289	3	27	176	54	4)
v(289	4	2	62	4	4)
v(289	5	20	143	40	4)
v(290	1	4	13	8	2)
v(290	2	13	127	26	3)
v(290	3	31	100	62	3)
v(290	4	16	55	32	2)
v(291	1	31	102	62	2)
v(291	2	29	97	58	2)
v(291	3	28	148	56	2)
v(292	1	5	38	10	2)
v(292	2	16	41	32	2)
v(292	3	18	69	36	2)
v(293	1	16	47	32	2)
v(293	2	24	109	48	2)
v(293	3	28	172	56	2)
v(294	1	20	123	40	4)
v(294	2	9	119	18	4)
v(294	3	5	84	10	4)
v(294	4	28	90	56	3)
v(294	5	29	38	58	3)
v(295	1	6	77	12	1)
v(295	2	21	124	42	1)
v(296	1	5	136	10	3)
v(296	2	20	132	40	3)
v(296	3	4	58	8	3)
v(296	4	25	48	50	3)
v(297	1	11	23	22	0)
v(297	2	31	173	62	0)
v(298	1	8	145	16	2)
v(298	2	29	167	58	1)
v(298	3	6	106	12	1)
v(299	1	25	46	50	0)
v(300	1	13	86	26	3)
v(300	2	7	65	14	3)
v(300	3	15	151	30	3)
v(300	4	16	100	32	3)
